date,policy_type,start_stop,comments,total_phases,state
2020-05-01,non-essential businesses,start,"Policy_Details: ""Indoor gyms and recreation facilities remain closed, develop plans for reopening and ability to meet protocol business protocols in order to open in stage 2.  Hair salons remain closed, develop plans for reopening and ability to meet business protocols in order to open in stage 2.  	Large venues (e.g., movie theaters and sporting venues) are closed.    Restaurants dining rooms remain closed, develop plans for reopening and ability to meet business protocols in order to open in stage 2.    Bars and nightclubs remain closed.""   Source information: https://rebound.idaho.gov/wp-content/uploads/2020/05/opening-up-guidlines_rev051420.pdf",,ID
2020-05-01,manufacturing,start,"Policy_Details: essential manufacturing only  Phase Level: 2, Phase Details Source information: https://coronavirus.illinois.gov/sfc/servlet.shepherd/document/download/069t000000BadS0AAJ?operationContext=S1",5.0,IL
2020-07-16,phase 1,start,Policy_Details: government agency staff that employ emergency or essential services may return to work subject to restrictions    Source information: https://www.estado.pr.gov/en/executive-orders/,,PR
2020-05-25,manufacturing,start,"Policy_Details: 21 counties approved to move to Phase 2: Adams, Asotin, Columbia, Cowlitz, Ferry, Garfield, Grant, Grays Harbor, Island, Jefferson, Lewis, Lincoln, Mason, Pacific, Pend Orielle, San Juan, Skamania, Spokane, Stevens, Wahkiakum and Whitman.

Phase 2: Business Activity Guidelines, dine in restaurants and taverns, in store retail, additional manufacturing operations, professional services, personal services, outdoor recreation, golf, construction, pet grooming, fitness and real estate opened subject to social distancing measures. Phase Level: 2, Phase Details Source information: https://coronavirus.wa.gov/news/seven-new-counties-approved-move-phase-2-gov-jay-inslees-safe-start-plan",,WA
2020-05-16,phase 1,start,"Policy_Details: On May 16, retailers were allowed to operate at 25 percent capacity. Entertainment venues remained closed. The governor announced that locations and services where close contact is unavoidable — such as gyms, salons, and dine-in service at restaurants and bars — will remain temporarily closed. Masks are required of everyone in public places, with exceptions for eating, drinking, exercising and medical requirements.   Source information: https://www.washingtonpost.com/graphics/2020/national/states-reopening-coronavirus-map/",,NM
2020-03-28,shelter in place,start,"Stay at home, effective March 28 at 5 p.m. ""We crossed a line today,"" Gov. Mike Dunleavy said, issuing instructions for people to stay home or remain six feet or more from one another when outside. The mayor of Anchorage had previously asked residents to ""hunker down.""",,AK
2020-06-01,phase 1,start,"Policy_Details: Dakota, Hall, Hamilton and Merrick Counties: PHASE 1 All other counties: PHASE 2 Phase 1: Gatherings limited to 10 Personal Care: limited to 10 patrons, mask req'd for workers and patrons Restaurants: Dine-in OK, 50% capacity Bars: CLOSED Childcare: Limited to 15 kids per room/space Phase 2: All gatherings limited to 25 people. Food and Drink: Dine-in OK, 50% capacity, physical distancing Childcare: No more than 15 children per room/space Gyms/Fitness: Limited to 25 people or 50% capacity, physical distancing Personal Care: Limited to 25 people or 50% capacity, mask req'd for workers and patrons Phase Level: 1, Phase Details Source information: https://governor.nebraska.gov/press/gov-ricketts-announces-new-directed-health-measures-june",,NE
2020-05-01,non-essential businesses,start,"Policy_Details: hair salons, day spas, nail salons, barber shops, tattoo parlors, body piercing, tanning, massage closed ; retail open for curbside pickup, delivery, or appointment only Phase Level: Shelter in Place, Phase Details Source information: https://coronavirus.ohio.gov/static/publicorders/Directors-Stay-Safe-Ohio-Order.pdf",,OH
2020-06-26,phase 3,start,"Policy_Details: Governor Noem issued Executive Order 2020-28 that will suspend statutory provisions governing instruction permits and restricted minor's driving permits due to COVID-19 Phase Level: 3, Phase Details Source information: https://covid.sd.gov/docs/2020-28.pdf",,SD
2020-08-29,phase 2,start,"Policy_Details: *phase numbers not used. Governor Bill Lee signed Executive Order 59 on 8/28. Extends provisions of previous executive orders as amended (38,49,54,55) related to COVID-19  restrictions with no major changes. 
   Source information: https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee59.pdf",,TN
2020-05-04,phase 1,start,"Policy_Details: ""During Phase I, we can gradually start to reopen economic and social activity. This will be a deliberate process, and is flexible to adapt to the situation. Some communities may be able to reopen at a faster rate, while others may need to continue restrictions to keep the virus from spreading. During Phase I, we should limit our activity and interactions and continue to maintain social distancing and practice good hygiene to protect our neighbors and ourselves. Citizens who feel sick should stay home! Continue to practice good hygiene, including: Washing hands with soap and water, or using hand sanitizer, especially after touching frequently used items or surfaces; Avoiding touching your face; Sneezing or coughing into a tissue, or the inside of your elbow; and Disinfecting frequently used items and surfaces as much as possible. Avoid socializing in groups that do not readily allow for appropriate physical distancing (receptions, trade shows, etc.). When in public (parks, outdoor recreation spaces, shopping malls, etc.), individuals should maximize physical distance from others. Minimize travel to the extent possible.""   Source information: https://governor.mo.gov/sites/gov/files/media/pdf/2020/04/Economic-Reopening-Phase-1.pdf",,MO
2020-06-22,outdoor and recreation,start,Policy_Details: Gyms and fitness: 75% capacity   Source information: http://dhhs.ne.gov/Documents/COVID-19-Outline-of-Changes-to-Upcoming-DHMs-Phase-III.pdf,,NE
2020-06-10,manufacturing,start,"Policy_Details: All manufacturing businesses and facilities may open  Phase Level: 2, Phase Details Source information: https://governor.maryland.gov/wp-content/uploads/2020/06/Gatherings-NINTH-AMENDED-6.10.20.pdf",,MD
2020-08-13,phase 2,start,Policy_Details: Return to stay at home phase   Source information: https://www.vi.gov/wp-content/uploads/2020/08/13th-Exec-Order-Returning-to-Stay-At-Home.pdf,5.0,VI
2020-07-06,phase 1,stop,"Policy_Details: Governor Carney extended Delaware's State of Emergency for another 30 days that was originally issued on March 12 Phase Level: 1, Phase Details Source information: https://governor.delaware.gov/health-soe/third-extension-declaration-of-a-state-of-emergency/",,DE
2020-05-04,manufacturing,stop,"Policy_Details: essential manufacturing only  Phase Level: 1, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage1.pdf",5.0,IN
2020-08-09,manufacturing,stop,"Policy_Details: Executive Order 2020-586: Signed 7/19 by Governor Andy Beshear. Effective 7/10 at 5 pm for 30 days. Face coverings must be worn in most public settings, but exceptions for performance of activity that state/federal regulator has deemed unsafe to wear a face covering for.    Source information: https://govsite-assets.s3.amazonaws.com/A59NLcxVTFG7ioyvncMY_20200709_Executive-Order_State-of-Emergency.pdf",,KY
2020-11-06,manufacturing,stop,Policy_Details: Emergency Order #3 limits the capacity of indoor spaces open to the public to 25% occupancy levels. Outdoor spaces and indoor spaces that are not publicly accessible are excluded from this order.    Source information: https://evers.wi.gov/Documents/COVID19/EmO03-LimitingPublicGatherings.pdf,4.0,WI
2020-06-15,entertainment,stop,"Policy_Details: fairs & festivals cancelled until further notice, but fairgrounds & other indoor/outdoor venues open for sporting, entertainment, concerts and other events in accordance with gathering size/occupancy limits   Source information: https://governor.vermont.gov/sites/scott/files/documents/ADDENDUM%2015%20TO%20EXECUTIVE%20ORDER%2001-20.pdf",,VT
2020-08-31,phase 3,stop,"Policy_Details: Alexia Harrist, Wyoming State Health Officer, issued an updated public health order on nail salons, hair salons, barber shops, massage therapy services, tattoo, body art and piercing shops, and cosmetology, electrology, and esthetic services Phase Level: 3, Phase Details Source information: https://covid19.wyo.gov/governors-orders",,DC
